2024-10-09 at 19:22:32 | INFO | Configuration loaded:
    call = CallInfo.from_call(
           ^^^^^^^^^^^^^^^^^^^
  File "/Users/irfandi/Coding/2024_Project/match-bot/venv/lib/python3.12/site-packages/_pytest/runner.py", line 341, in from_call
    result: TResult | None = func()
                             ^^^^^^
  File "/Users/irfandi/Coding/2024_Project/match-bot/venv/lib/python3.12/site-packages/_pytest/runner.py", line 389, in collect
    return list(collector.collect())
                ^^^^^^^^^^^^^^^^^^^
  File "/Users/irfandi/Coding/2024_Project/match-bot/venv/lib/python3.12/site-packages/pytest_asyncio/plugin.py", line 667, in _patched_collect
    module = collector.obj
             ^^^^^^^^^^^^^
  File "/Users/irfandi/Coding/2024_Project/match-bot/venv/lib/python3.12/site-packages/_pytest/python.py", line 284, in obj
    self._obj = obj = self._getobj()
                      ^^^^^^^^^^^^^^
  File "/Users/irfandi/Coding/2024_Project/match-bot/venv/lib/python3.12/site-packages/_pytest/python.py", line 546, in _getobj
    return importtestmodule(self.path, self.config)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/irfandi/Coding/2024_Project/match-bot/venv/lib/python3.12/site-packages/_pytest/python.py", line 493, in importtestmodule
    mod = import_path(
          ^^^^^^^^^^^^
  File "/Users/irfandi/Coding/2024_Project/match-bot/venv/lib/python3.12/site-packages/_pytest/pathlib.py", line 582, in import_path
    importlib.import_module(module_name)
  File "/opt/homebrew/Cellar/python@3.12/3.12.7/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/__init__.py", line 90, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
  File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
  File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
  File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
  File "/Users/irfandi/Coding/2024_Project/match-bot/venv/lib/python3.12/site-packages/_pytest/assertion/rewrite.py", line 184, in exec_module
    exec(co, module.__dict__)
  File "/Users/irfandi/Coding/2024_Project/match-bot/tests/test_bot.py", line 3, in <module>
    from bot.handlers.start import start, setup_handlers
  File "/Users/irfandi/Coding/2024_Project/match-bot/bot/__init__.py", line 7, in <module>
    from .bot import bot
  File "/Users/irfandi/Coding/2024_Project/match-bot/bot/bot.py", line 35, in <module>
    sys.exit(1)
SystemExit: 1

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/irfandi/Coding/2024_Project/match-bot/bot/bot.py", line 27, in <module>
    from bot.config import TELEGRAM_BOT_TOKEN, supabase, USERS_TABLE, MAX_REQUESTS_PER_MINUTE, LOG_LEVEL, SUPABASE_URL, MEDIA_CACHE_DIR, SUPABASE_PUBLIC_KEY, SUPABASE_SERVICE_ROLE_KEY
ImportError: cannot import name 'MAX_REQUESTS_PER_MINUTE' from 'bot.config' (/Users/irfandi/Coding/2024_Project/match-bot/bot/config.py)

2024-10-09 at 23:35:05 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:35:05 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:35:49 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:35:49 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:35:49 | ERROR | Error setting up policy reports_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy reports_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy reports_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy reports_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy users_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy users_insert_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy users_update_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy users_delete_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy preferences_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy preferences_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy preferences_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy preferences_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy matches_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy matches_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy matches_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:35:49 | ERROR | Error setting up policy matches_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:36:24 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:36:24 | ERROR | Error in main function: 'coroutine' object has no attribute 'initialize'
2024-10-09 at 23:36:24 | ERROR | Error setting up policy reports_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy reports_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy reports_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy reports_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy users_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy users_insert_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy users_update_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy users_delete_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy preferences_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy preferences_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy preferences_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy preferences_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy matches_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy matches_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy matches_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:36:24 | ERROR | Error setting up policy matches_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:37:12 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:37:12 | ERROR | Error in main function: 'coroutine' object has no attribute 'initialize'
2024-10-09 at 23:37:12 | ERROR | Error setting up policy reports_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy reports_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy reports_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy reports_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy users_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy users_insert_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy users_update_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy users_delete_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy preferences_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy preferences_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy preferences_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy preferences_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy matches_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy matches_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy matches_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:37:12 | ERROR | Error setting up policy matches_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:05 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:38:05 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:38:06 | ERROR | Error in main function: 'coroutine' object has no attribute 'initialize'
2024-10-09 at 23:38:06 | ERROR | Error setting up policy reports_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy reports_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy reports_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy reports_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy users_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy users_insert_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy users_update_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy users_delete_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy preferences_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy preferences_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy preferences_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy preferences_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy matches_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy matches_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy matches_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:06 | ERROR | Error setting up policy matches_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:38:52 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:38:52 | ERROR | Error in main function: 'coroutine' object has no attribute 'initialize'
2024-10-09 at 23:38:52 | ERROR | Error setting up policy reports_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy reports_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy reports_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy reports_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy users_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy users_insert_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy users_update_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy users_delete_any: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy preferences_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy preferences_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy preferences_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy preferences_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy matches_select_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy matches_insert_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy matches_update_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:38:52 | ERROR | Error setting up policy matches_delete_own: object MagicMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:39:42 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:39:42 | ERROR | Error in main function: 'coroutine' object has no attribute 'initialize'
2024-10-09 at 23:39:42 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:39:42 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:40:22 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:40:22 | ERROR | Error in main function: 'coroutine' object has no attribute 'initialize'
2024-10-09 at 23:40:22 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:40:22 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:41:11 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:41:11 | ERROR | Error in main function: 'coroutine' object has no attribute 'initialize'
2024-10-09 at 23:41:11 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:41:11 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:43:08 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:43:08 | ERROR | Error in main function: 'coroutine' object has no attribute 'initialize'
2024-10-09 at 23:43:08 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:43:08 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:46:40 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:46:40 | ERROR | Error in main function: 'coroutine' object has no attribute 'initialize'
2024-10-09 at 23:46:40 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:46:40 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:48:53 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:48:53 | ERROR | Error in main function: 'coroutine' object has no attribute 'start'
2024-10-09 at 23:48:53 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:48:53 | ERROR | Error setting up policy service_role_insert: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:55 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:50:55 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:50:56 | ERROR | Error in main function: 'coroutine' object has no attribute 'start'
2024-10-09 at 23:50:56 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy users_delete_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy preferences_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy preferences_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy preferences_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy preferences_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy matches_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy matches_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy matches_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy matches_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:50:56 | ERROR | Error setting up policy service_role_insert: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | INFO | Checking for empty user directories to clean up.
2024-10-09 at 23:51:35 | INFO | Starting cleanup of unused media files.
2024-10-09 at 23:51:35 | ERROR | Error in main function: 'coroutine' object has no attribute 'start'
2024-10-09 at 23:51:35 | ERROR | Error setting up policy reports_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy reports_insert_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy reports_update_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy reports_delete_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy users_select_own: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy users_insert_any: object AsyncMock can't be used in 'await' expression
2024-10-09 at 23:51:35 | ERROR | Error setting up policy users_update_any: object AsyncMock can't be used in 'await' expression
